Top_Material,61 Setup,61 Machine,61 Labour,62 Setup,62 Machine,62 Labour,65 Setup,65 Machine,65 Labour,67 Setup,67 Machine,67 Labour,68 Setup,68 Machine,68 Labour,69 Setup,69 Machine,69 Labour,70 Setup,70 Machine,70 Labour,71 Setup,71 Machine,71 Labour,81 Setup,81 Machine,81 Labour,82 Setup,82 Machine,82 Labour,83 Setup,83 Machine,83 Labour,101 Setup,101 Machine,101 Labour,105 Setup,105 Machine,105 Labour,1107 Setup,1107 Machine,1107 Labour,127 Setup,127 Machine,127 Labour,131 Setup,131 Machine,131 Labour,200 Setup,200 Machine,200 Labour,201 Setup,201 Machine,201 Labour,202 Setup,202 Machine,202 Labour,206 Setup,206 Machine,206 Labour,209 Setup,209 Machine,209 Labour,210 Setup,210 Machine,210 Labour,211 Setup,211 Machine,211 Labour,213 Setup,213 Machine,213 Labour,217 Setup,217 Machine,217 Labour,220 Setup,220 Machine,220 Labour,231 Setup,231 Machine,231 Labour,234 Setup,234 Machine,234 Labour,251 Setup,251 Machine,251 Labour,252 Setup,252 Machine,252 Labour,302 Setup,302 Machine,302 Labour,303 Setup,303 Machine,303 Labour,304 Setup,304 Machine,304 Labour,305 Setup,305 Machine,305 Labour,310 Setup,310 Machine,310 Labour,316 Setup,316 Machine,316 Labour,317 Setup,317 Machine,317 Labour,319 Setup,319 Machine,319 Labour,320 Setup,320 Machine,320 Labour,321 Setup,321 Machine,321 Labour,322 Setup,322 Machine,322 Labour,323 Setup,323 Machine,323 Labour,324 Setup,324 Machine,324 Labour,326 Setup,326 Machine,326 Labour,336 Setup,336 Machine,336 Labour,337 Setup,337 Machine,337 Labour,386 Setup,386 Machine,386 Labour,387 Setup,387 Machine,387 Labour,388 Setup,388 Machine,388 Labour,389 Setup,389 Machine,389 Labour,470 Setup,470 Machine,470 Labour,500 Setup,500 Machine,500 Labour,635 Setup,635 Machine,635 Labour,638 Setup,638 Machine,638 Labour,640 Setup,640 Machine,640 Labour,646 Setup,646 Machine,646 Labour,648 Setup,648 Machine,648 Labour,681 Setup,681 Machine,681 Labour,850 Setup,850 Machine,850 Labour,920 Setup,920 Machine,920 Labour,921 Setup,921 Machine,921 Labour
100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
